,Key,CN,outflow_rate,a_l,h_l,v_H
114,2200,0.0002389620560652634,0.050263467916112414,0.6909465379180124,0.31082818424370423,0.0016784858427172885
115,2400,0.0001459192793531878,0.04951646359306168,0.6770028506186196,0.33572762295205916,0.0013436634607521636
116,2400,9.064673130027312e-05,0.07060057905200919,0.6946538635887729,0.32137094874290384,0.00042277976890097373
117,2400,0.00014161177905031957,0.04586893416381686,0.6690591485523183,0.32170766729811134,0.0011280649443807808
118,2400,6.188572784934364e-05,0.06259685298685301,0.7115653876297611,0.3151297900928563,0.0004998276426662107
119,2400,8.694681756949304e-05,0.05772721411794227,0.6899742433689189,0.33726956501970395,0.00020203468278949755
120,2400,5.3653075636994995e-05,0.0730373822919443,0.6952415861439797,0.33980603932257003,0.00022587254532735205
121,2400,0.0002867286671438818,0.078197762445745,0.7090675294328652,0.292918032789045,0.000524859683188652
122,2400,5.393157903718404e-05,0.06937380013835887,0.7001742609172757,0.3237569028388896,0.00024147867080102082
123,2600,5.8660019881381715e-05,0.08695760283392663,0.7140232371752293,0.3212613090148188,0.00012240805579624554
124,2600,0.0010859113581179023,0.030071421830199438,0.6878380424896855,0.35439941226909655,0.0027028807583135864
125,2600,0.0002940477532710743,0.05809878849966981,0.7226125786291916,0.2966437100428063,0.000965890645346853
126,2600,0.013697569004226782,0.012648669635163865,0.6640787221149176,0.42980818993381714,0.011187759657149481
127,2600,0.00011532037664808097,0.06058945754859618,0.6984637709373978,0.3054389536315371,0.00046024651248499713
128,2600,0.0002056791884817256,0.04661079896133344,0.7096973425099717,0.3068901857239695,0.00047194946922596287
129,2600,0.0007471938743690256,0.06273401800208993,0.7028950970710036,0.2971233278209001,0.0007727797322558394
130,2800,0.00022969803496212661,0.07917460560052612,0.7061282261894444,0.31671213158937916,0.0005213410929991116
131,2800,0.0,0.0,0.0,0.0,0.0
132,2800,0.00016387020384902651,0.0777453850242506,0.6894718409150717,0.28778414973186045,0.00034429827263465697
133,2800,0.00026855873779000884,0.06453722330602381,0.7490728672157609,0.3191710555798373,0.00040255966366831825
134,2800,0.0002997557142235914,0.06787698805055631,0.7050656334598575,0.30025767025886607,0.0003447678357021258
135,2800,0.00047534738342604134,0.08060365356577842,0.7375691294791302,0.29431036017930695,0.0012837184617825535
136,2800,0.0006957691280784827,0.04752954235489162,0.6911895185672242,0.3481271802755114,0.00026271474724837705
137,3000,0.0002234191519457257,0.06908395182403577,0.6979077790911042,0.33538075554649316,0.00027461579767931716
138,3000,0.0001537129676296138,0.05988267416575905,0.7001228102623414,0.3222112389885924,0.0005884601834927698
139,3000,0.0002322693443180672,0.07551909209670642,0.6733390272108255,0.27311457383732,0.0002927375577494591
140,3000,0.0032665104321931682,0.02819088907999986,0.716963700313408,0.3460919707577339,0.002425293712504336
141,3000,0.0005871853162597154,0.05191888751775816,0.6959833890300556,0.2839046224200495,0.001111075621291848
142,3000,0.0,0.0,0.0,0.0,0.0
143,3000,0.0001808097444171203,0.056680816813706375,0.7197694100431045,0.30131438766166607,0.0007665316031249195
144,3000,0.0,0.0,0.0,0.0,0.0
