"","coef_P","se_P","pval_P","coef_T","se_T","pval_T","coef_Gp","se_Gp","pval_Gp","coef_GpP","se_GpP","pval_GpP","R2","model_pval","vcov"
"1",0.00206226652514096,0.000523085406267735,9.22824098860481e-05,-0.0369106527534479,0.0728381800820062,0.612557263578129,-14.0343587249717,3.71172794311509,0.000175251666577451,-0.0024705581478114,0.00422257873460696,0.558759193813674,0.0799145017539796,8.46138413328434e-26,-0.0111349021622036
