"","coef_P","se_P","pval_P","coef_T","se_T","pval_T","coef_Gp","se_Gp","pval_Gp","coef_GpP","se_GpP","pval_GpP","R2","model_pval","vcov"
"1",0.00483468466564569,0.000642729554939463,2.61897422165086e-13,-0.0269189202780357,0.0691124557832438,0.697080655446107,-13.6002371005478,4.79364442053991,0.00474177864008714,-0.0052250008378706,0.00483176370289575,0.280060706537948,0.102988083464386,9.76019062954583e-35,-0.0199580338135941
