"","coef_P","se_P","pval_P","coef_T","se_T","pval_T","coef_Gp","se_Gp","pval_Gp","coef_GpP","se_GpP","pval_GpP","R2","model_pval","vcov"
"1",0.00435506731905457,0.000703716511849264,1.28853923169451e-09,-0.0388422730289191,0.0722551348545113,0.591118729494661,-20.093973701422,4.3210476745392,4.27619699255061e-06,0.0014964810265261,0.00399723976131351,0.708285616710607,0.102988083464386,9.76019062954583e-35,-0.0131105766897082
