"","coef_Gp_CPC","se_Gp_CPC","pval_Gp_CPC","coef_GpP_CPC","se_GpP_CPC","pval_GpP_CPC","cov_CPC","coef_Gp_GPCP","se_Gp_GPCP","pval_Gp_GPCP","coef_GpP_GPCP","se_GpP_GPCP","pval_GpP_GPCP","cov_GPCP","coef_Gp_GPCC","se_Gp_GPCC","pval_Gp_GPCC","coef_GpP_GPCC","se_GpP_GPCC","pval_GpP_GPCC","cov_GPCC"
"1",29.6847946595978,7.08629085139537,3.31824491256246e-05,-0.0133273693578607,0.00490202424090481,0.00678347582434017,-0.0324560547823395,84.2097171405173,7.73304474590234,7.45131240511134e-25,-0.0368966304633684,0.00797698655658784,4.8030724638507e-06,-0.0443615535372411,50.8946563086619,7.58455087747712,5.41083364243218e-11,-0.0203891997830633,0.00483880082774334,2.99447405445606e-05,-0.0287827009713089
