"","coef_P","se_P","pval_P","coef_T","se_T","pval_T","coef_Gp","se_Gp","pval_Gp","coef_GpP","se_GpP","pval_GpP","R2","model_pval","vcov"
"1",0.00745976340572576,0.000986541844973082,2.01029653836591e-13,-0.108497799805748,0.0668806223068897,0.105397382162774,-21.0957276477616,5.97822879200727,0.000457267092383152,-0.0101940716902798,0.00919730113233735,0.268248618040355,0.145052688938422,1.68089594840215e-57,-0.0384675205833501
