"","coef_P","se_P","pval_P","coef_T","se_T","pval_T","coef_Gp","se_Gp","pval_Gp","coef_GpP","se_GpP","pval_GpP","R2","model_pval","vcov"
"1",0.00221921290721338,0.000641059793710893,0.000583162976717139,0.00182750272844949,0.0776575085541653,0.981234735375194,-10.9728019563249,3.63457109830451,0.00266715807398617,-0.00723096073308346,0.00335182681106813,0.0314623164027727,0.0396989100901323,2.74818109598973e-52,-0.00835682147907748
