"","basin_id","coef_P","se_P","pval_P","coef_T","se_T","pval_T","coef_Gp","se_Gp","pval_Gp","R2","model_pval"
"1",3220,-0.000147792268538845,0.00415064153189387,0.971764351928593,-0.14922175586256,1.0399670758295,0.886591811787634,5.31198739564755,17.9849238811009,0.769175831650124,0.903033058203075,0.990072595453952
"2",3426,0.000376143244287031,0.00110381972251291,0.734979164930907,0.00237833004670722,0.330402236761011,0.994290730769659,1.00477624378258,7.29794509522835,0.891151794938892,0.990845667563319,0.989196637191826
"3",3211,0.0148992763864283,0.0058859431301074,0.0122336973210854,0.451362974291479,0.312537241019894,0.150453481165908,22.8259101913375,11.119572641016,0.0415667909648136,0.889833726724866,0.00868431815286152
"4",3244,0.0125057213158412,0.00590653867766291,0.0356420186170004,4.93819154731815,0.959221443648904,6.98743733084894e-07,44.7909533498418,16.3006090179041,0.00662441829458334,0.813581713436657,1.2373091214519e-06
"5",3209,0.0158125093144124,0.00405930248000748,0.000135303173696647,2.78495245895291,0.787057078770158,0.000504801099278491,32.3313829482117,11.4963888190313,0.00542979551040857,0.911945676388327,7.34379256630154e-08
"6",3420,0.0164549635728312,0.0108209815313587,0.132726484032141,6.87305607177253,4.19414305697519,0.105632997082464,-34.9155311133454,22.4103115335204,0.123615437211781,0.974176820542247,0.103826227788592
"7",3404,-0.00122952726825557,0.00543508149977655,0.821315041542841,1.2589734018815,4.68204399153592,0.788353418979352,-2.42144117427174,28.0534633034107,0.931322421402526,0.761285895712699,0.98856512474092
"8",3217,0.00215681989657286,0.00472617506004335,0.648744995198142,0.472413694189519,1.00858323777423,0.640132926018993,-12.4806290232847,15.1626321030713,0.411651158275298,0.617594889386102,0.731563071712907
"9",5406,-0.000777822825189069,0.000310394885482329,0.0162759338703606,0.161564837574254,0.341779797707014,0.638922530563816,-0.696542539896637,2.2733185576757,0.760851483006377,0.965342750984901,0.102800813054236
"10",3401,0.000631007847195968,0.00196013196805033,0.748445263234277,2.66259407660237,1.4962381389549,0.0793736650720044,-43.3394310729045,11.075944293849,0.000204654099758452,0.823138132107255,0.000548184487801891
"11",3210,0.000565336954377535,0.000294403446599986,0.0551503675531119,0.12924940741098,0.0838310619043593,0.123490929421592,1.33048515672377,1.32641560365859,0.316107876762415,0.58173090959256,0.0466276665127246
"12",3408,-0.00307816542858785,0.00242974098929713,0.2160214333995,1.38120392790219,1.29642275684712,0.296131745461314,-11.0519533896279,22.828137521541,0.632192363437442,0.853642628165753,0.286420022223054
"13",3419,-0.00119250971387574,0.00114481029634939,0.306804688477038,-0.498095602024839,0.444973566329152,0.27283670150965,1.64013578546764,7.37962204941197,0.825790331871563,0.851050213811695,0.646117430330925
"14",3429,-0.000972649761197171,0.000484388911021541,0.0493917443491022,0.0426739866553143,0.115200995143211,0.712434611124387,13.6073990682797,3.39286627605353,0.000178268662252097,0.970275489861781,0.00127935582374955
"15",5433,-0.00636727757255153,0.00610104481980709,0.323874043655,-1.15030082450192,1.20403027798694,0.364343654276588,-52.7530668624445,41.6268517901631,0.236860932038833,0.662755259725864,0.464269698944752
"16",3422,0.000960294706430986,0.00122517434860107,0.43755411142428,0.0830547139321436,0.260285189404586,0.75123900116969,9.14514525332528,5.55895571852665,0.10741011260584,0.982426280188558,0.305711629833005
"17",3232,0.00272550394154811,0.000675038392283016,5.88784367598805e-05,1.72676928715876,0.33027749610003,2.15436821352161e-07,24.1165770196771,4.84009862488485,7.59571720280322e-07,0.710840452244103,1.51175090094516e-12
"18",3212,0.00624238129657257,0.0016169046482584,0.000116171792473082,1.10391350537296,0.49421594968133,0.0256005473002492,-23.6981618802196,8.75205482116967,0.00682458603562194,0.574945412382178,1.60159090424806e-06
"19",3405,-0.000773500407504702,0.00303229681586424,0.799382916827161,0.652189281494711,1.00412093158329,0.518073825420815,21.7498300230278,15.3250039597809,0.160144490622119,0.962704962953726,0.438247591782735
