"","coef_Gp_CPC","se_Gp_CPC","coef_GpP_CPC","se_GpP_CPC","vcov_CPC","coef_Gp_GPCP","se_Gp_GPCP","coef_GpP_GPCP","se_GpP_GPCP","vcov_GPCP","coef_Gp_GPCC","se_Gp_GPCC","coef_GpP_GPCC","se_GpP_GPCC","vcov_GPCC"
"1",-257.755062521441,52.9207917513926,0.420248148794863,0.0396070380879565,-1.6833024212395,-365.904943419361,91.1985763916171,0.725216830671925,0.060291629414557,-3.22876403757933,-277.335734929514,67.5792361687716,0.19426192936643,0.0762784645586374,-4.2697919054069
