"","coef_P_CPC","se_P_CPC","coef_T_CPC","se_T_CPC","coef_DD_CPC","se_DD_CPC","coef_WD_CPC","se_WD_CPC","coef_P_GPCC","se_P_GPCC","coef_T_GPCC","se_T_GPCC","coef_DD_GPCC","se_DD_GPCC","coef_WD_GPCC","se_WD_GPCC","coef_P_GPCP","se_P_GPCP","coef_T_GPCP","se_T_GPCP","coef_DD_GPCP","se_DD_GPCP","coef_WD_GPCP","se_WD_GPCP"
"1",-0.284571053993218,0.000962711256818977,0.0350617280621056,0.00072131655279003,0.769559026085011,0.000927679266880769,0.408324215605638,0.000783077459348001,-0.254937405608908,0.028797564832307,-0.00387069391021055,0.0165855512087157,0.879612375026482,0.0244400705850207,0.444497238919966,0.0121605767338078,-0.362922110594607,0.0161458150332974,0.0246223053059234,0.00960508468585311,0.982672509755949,0.0182592407411892,0.391691880447614,0.00934714068225053
