"","coef_P","se_P","pval_P","coef_T","se_T","pval_T","coef_Gp","se_Gp","pval_Gp","coef_GpP","se_GpP","pval_GpP","R2","model_pval","vcov"
"1",0.0079020131571876,0.000978637611124723,5.19278222370046e-15,-0.152784587808363,0.0693653655968185,0.0280826922270291,-19.3799570547794,5.242269619159,0.000242672455723298,-0.0191917284643734,0.00826276735961302,0.0206011307781363,0.0841496971156924,5.51980117555473e-75,-0.031599812448016
