"","coef_Gp_CPC","se_Gp_CPC","coef_GpP_CPC","se_GpP_CPC","vcov_CPC","coef_Gp_GPCP","se_Gp_GPCP","coef_GpP_GPCP","se_GpP_GPCP","vcov_GPCP","coef_Gp_GPCC","se_Gp_GPCC","coef_GpP_GPCC","se_GpP_GPCC","vcov_GPCC"
"1",93.0533987730754,96.5546145974736,-0.382425831399509,0.15732945754904,-13.7945209692836,548.969103853257,78.5613849860636,-0.853727002655764,0.0646391057308544,-3.61709828278534,43.649119660608,50.3993621426594,-0.378590922758552,0.0493523451615032,-1.6675938596606
