"","coef_P","se_P","pval_P","coef_T","se_T","pval_T","coef_Gp","se_Gp","pval_Gp","coef_GpP","se_GpP","pval_GpP","R2","model_pval","vcov"
"1",0.2409868804711,0.0201296845584849,3.49339009992312e-29,-0.0544099821166104,0.0205703722296969,0.00842710623809473,-0.0845812102354236,0.0214596283313202,9.26665578312941e-05,-7.92755533941655e-05,1.40354615162034e-05,2.73699091648495e-08,0.103746425116246,3.13896294716711e-75,-2.32170644117434e-07
