"","coef_P","se_P","pval_P","coef_T","se_T","pval_T","coef_Gp","se_Gp","pval_Gp","coef_GpP","se_GpP","pval_GpP","R2","model_pval","vcov"
"1",0.0078886863535753,0.000945848048841274,7.73146865978535e-16,-0.101068287213741,0.0649255551113275,0.12019884214971,-11.6332889565665,6.70875867283374,0.0835455404466364,-0.0195157791696429,0.00945067255095223,0.0394524709940485,0.145052688938422,1.68089594840215e-57,-0.0495273645395712
