"","coef_P","se_P","pval_P","coef_T","se_T","pval_T","coef_Gp","se_Gp","pval_Gp","coef_GpP","se_GpP","pval_GpP","R2","model_pval","vcov"
"1",0.00242621345474292,0.000483365769997862,7.24687442011955e-07,-0.0268032826265216,0.0694522638539383,0.699719236828758,-8.49724383121586,3.7375018620913,0.0234239038583258,-0.00991116122752867,0.00425390626043919,0.0202136045437064,0.0799145017539796,8.46138413328434e-26,-0.0129055704305353
