"","coef_P","se_P","pval_P","coef_T","se_T","pval_T","coef_Gp","se_Gp","pval_Gp","coef_GpP","se_GpP","pval_GpP","R2","model_pval","vcov"
"1",0.00329993638483328,0.000720805917362471,5.90664017189455e-06,-0.159640894808895,0.0743437283733728,0.0322391529948283,-15.7902014808875,4.46270921419729,0.000439729506074333,-0.00686416702660693,0.00350514433564259,0.050740224654022,0.0111497779648966,2.39663250594755e-27,-0.011419069009347
