"","coef_P","se_P","pval_P","coef_T","se_T","pval_T","coef_Gp","se_Gp","pval_Gp","coef_GpP","se_GpP","pval_GpP","R2","model_pval","vcov"
"1",0.197554657652766,0.0130651224649887,1.25712819535275e-42,-0.064138943645712,0.0247458267526438,0.0098311325274348,-0.122356217300201,0.0159150460457856,8.3172666804378e-14,-3.29398986437549e-05,1.46122779441691e-05,0.0246233414413563,0.082498346537728,1.13154019624771e-68,-1.70972357856734e-07
